"","primaryTitle","tconst","averageRating","numVotes","titleType","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","rating","critics_pick","author","headline","summary","pub_date","opening_date","updated_date","link_type","link_url","link_suggested","multimedia_type","multi_media_src","multimedia_height","multimedia_width","sent_mean","sent_sd","sent_sum"
"763","Breathing","tt1680679",6.9,2785,"movie","Atmen",0,"2011","\N","94","Drama","Not Rated",0,"NICOLAS RAPOLD","After a Life of Exile, He’s Taking on an Unusual Line of Work","“Breathing,” the first film directed by Karl Markovics, follows a 19-year-old who takes a job in the Vienna city morgue.","2012-08-30","2012-08-31","2017-11-02 04:18:15","article","https://www.nytimes.com/2012/08/31/movies/breathing-directed-by-karl-markovics.html","Read the New York Times Review of Breathing","","",NA,NA,-0.0363636363636364,0.170560573084488,-0.8
"764","Brian Banks","tt3920820",7.2,4724,"movie","Brian Banks",0,"2018","\N","99","Biography,Drama,Sport","PG-13",0,"JEANNETTE CATSOULIS","‘Brian Banks’ Review: Falsely Accused, and Fighting Back","A potent performance from Aldis Hodge elevates this formulaic film about a football player seeking redemption.","2019-08-08","2019-08-09","2019-08-30 16:44:02","article","https://www.nytimes.com/2019/08/08/movies/brian-banks-review.html","Read the New York Times Review of Brian Banks","mediumThreeByTwo210","https://static01.nyt.com/images/2019/08/09/arts/08brianbanks/merlin_158821905_34a668a7-3e1a-44e4-92e0-3978f6cec77a-mediumThreeByTwo210.jpg",140,210,0.034375,0.119329725271339,0.55
"765","Brick Mansions","tt1430612",5.7,40270,"movie","Brick Mansions",0,"2014","\N","90","Action,Crime,Thriller","PG-13",0,"A. O. SCOTT","A Rocket Is Aimed at Detroit (Run! Jump!)","“Brick Mansions,” directed by Camille Delamarre, comes tantalizingly close to being a high-impact allegory of race, class and real estate in a postindustrial, new-Gilded Age America.","2014-04-24","2014-04-25","2017-11-02 04:18:19","article","https://www.nytimes.com/2014/04/25/movies/paul-walker-stars-in-the-action-remake-brick-mansions.html","Read the New York Times Review of Brick Mansions","mediumThreeByTwo210","https://static01.nyt.com/images/2014/04/25/arts/25BRICK/25BRICK-mediumThreeByTwo210-v2.jpg",140,210,0.0375,0.156716895021517,1.05
"766","Bridesmaids","tt1478338",6.8,271295,"movie","Bridesmaids",0,"2011","\N","125","Comedy,Romance","R",1,"MANOHLA DARGIS","Deflating That Big, Puffy White Gown","“Bridesmaids” celebrates the giddy, liberating humor of the writers Kristen Wiig and Annie Mumolo.","2011-05-12","2011-05-13","2017-11-02 04:18:13","article","https://www.nytimes.com/2011/05/13/movies/bridesmaids-with-kristen-wiig-maya-rudolph-review.html","Read the New York Times Review of Bridesmaids","","",NA,NA,0.110714285714286,0.245089129336006,1.55
"767","Bridget Jones's Baby","tt1473832",6.5,69687,"movie","Bridget Jones's Baby",0,"2016","\N","123","Comedy,Drama,Romance","R",0,"STEPHEN HOLDEN","Review: A Zany Renée Zellweger and Mystery Daddy in ‘Bridget Jones’s Baby’","The latest film in this series revolves around the pregnancy of Ms. Zellweger’s character and the two dreamboats most likely to be the father.","2016-09-14","2016-09-16","2017-11-02 04:18:25","article","https://www.nytimes.com/2016/09/16/movies/review-renee-zellweger-bridget-joness-baby.html","Read the New York Times Review of Bridget Jones's Baby","mediumThreeByTwo210","https://static01.nyt.com/images/2016/09/16/arts/16BRIDGET/16BRIDGET-mediumThreeByTwo210.jpg",140,210,0,0,0
"768","Bridging the Gap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"NICOLAS RAPOLD","On the Road With the Vienna Boys Choir","Curt Faudon’s “Bridging the Gap” chronicles the Vienna Boys Choir’s cross-cultural journeys.","2013-10-24","2013-09-27","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/10/25/movies/bridging-the-gap-a-documentary-by-curt-faudon.html","Read the New York Times Review of Bridging the Gap","mediumThreeByTwo210","https://static01.nyt.com/images/2013/10/25/arts/25RDP_BRIDGING_SPAN/25RDP_BRIDGING_SPAN-mediumThreeByTwo210.jpg",140,210,-0.0133333333333333,0.192230020944651,-0.2
"769","Bright","tt5519340",6.3,171102,"movie","Bright",0,"2017","\N","117","Action,Fantasy,Thriller","",0,"ANDY WEBSTER","Review: ‘Bright’ Has Fairies, Orcs, Elves and L.A. Cops, but Little Magic","David Ayer’s urban action film is a loud, ungainly hybrid that does not serve police procedurals or fantasy spectaculars very well.","2017-12-21","2017-12-22","2018-01-05 17:44:03","article","https://www.nytimes.com/2017/12/21/movies/bright-review-will-smith-joel-edgerton.html","Read the New York Times Review of Bright","mediumThreeByTwo210","https://static01.nyt.com/images/2017/12/22/movies/22BRIGHT1/merlin_131250434_64a6fe75-493d-49cb-8ab6-a900a56338e0-mediumThreeByTwo210.jpg",140,210,0.0136363636363636,0.318919984808034,0.3
"770","Brightburn","tt7752126",6.1,81551,"movie","Brightburn",0,"2019","\N","90","Drama,Horror,Mystery","R",0,"A.O. SCOTT","‘Brightburn’ Review: What if He Doesn’t Use His Powers for Good?","A superhero only a mother could love, with Elizabeth Banks as his mother.","2019-05-23","2019-05-24","2019-06-21 16:44:01","article","https://www.nytimes.com/2019/05/23/movies/brightburn-review.html","Read the New York Times Review of Brightburn","mediumThreeByTwo210","https://static01.nyt.com/images/2019/05/23/arts/23brightburn2/23brightburn2-mediumThreeByTwo210.jpg",140,210,0.0576923076923077,0.208012573584461,0.75
"771","Brightest Star","tt1877688",5.2,1050,"movie","Brightest Star",0,"2013","\N","80","Comedy,Drama,Romance","",0,"NEIL GENZLINGER","He’s in Love, but No Closer to Figuring It Out","The drama “Brightest Star” focuses on romantic relationships, using a young man as the focus.","2014-01-30","2014-01-31","2017-11-02 04:18:18","article","https://www.nytimes.com/2014/01/31/movies/brightest-star-a-story-about-20-something-relationships.html","Read the New York Times Review of Brightest Star","mediumThreeByTwo210","https://static01.nyt.com/images/2014/01/31/arts/31RDP_BRIGHTEST_SPAN/31RDP_BRIGHTEST_SPAN-mediumThreeByTwo210.jpg",140,210,0.19,0.301898753132333,2.85
"772","Britt-Marie Was Here","tt8103160",5.3,1301,"movie","Britt-Marie var här",0,"2019","\N","97","Comedy,Drama,Sport","",0,"TEO BUGBEE","‘Britt-Marie Was Here’ Review: Scrubbing Away Years of Indifference","In this Swedish comedy, a woman’s humdrum life changes when she takes on a job as a youth soccer coach.","2019-09-19","2019-09-20","2019-10-04 16:44:01","article","https://www.nytimes.com/2019/09/19/movies/britt-marie-was-here-review.html","Read the New York Times Review of Britt-Marie Was Here","mediumThreeByTwo210","https://static01.nyt.com/images/2019/09/20/arts/britt1/britt1-mediumThreeByTwo210.jpg",140,210,0.0428571428571429,0.136277028773849,0.9
"773","Brittany Runs a Marathon","tt7671064",6.8,16800,"movie","Brittany Runs a Marathon",0,"2019","\N","104","Comedy,Drama","R",0,"TEO BUGBEE","‘Brittany Runs a Marathon’ Review: Racing With a Heavy Heart","This comedy glosses over its protagonist’s emotional wounds and instead aims to treat what’s physical.","2019-08-22","2019-08-23","2019-09-22 16:44:01","article","https://www.nytimes.com/2019/08/22/movies/brittany-runs-a-marathon-review.html","Read the New York Times Review of Brittany Runs a Marathon","mediumThreeByTwo210","https://static01.nyt.com/images/2019/08/23/arts/brittany2/brittany2-mediumThreeByTwo210.jpg",140,210,-0.0294117647058824,0.277859465113106,-0.5
"774","Broadway Idiot","tt2689966",7.7,663,"movie","Broadway Idiot",0,"2013","\N","81","Documentary,Music,Musical","",0,"NEIL GENZLINGER","From Rock Album to Stage Musical","The documentary “Broadway Idiot” observes the metamorphosis of “American Idiot” from record to stage show, and of Billie Joe Armstrong from rock star to stage actor.","2013-10-10","2013-03-01","2017-11-02 04:18:16","article","https://www.nytimes.com/2013/10/11/movies/in-broadway-idiot-they-put-on-a-show.html","Read the New York Times Review of Broadway Idiot","","",NA,NA,-0.0538461538461538,0.302298884193467,-1.4
"775","Broken City","tt1235522",6.2,76807,"movie","Broken City",0,"2013","\N","109","Action,Crime,Drama","R",0,"Manohla Dargis","Fighting for Light Amid Urban Noir","The director Allen Hughes paints New York a darker shade of noir in “Broken City,” which traces the moral education of a cop who has shot a man dead and is forced to turn in his badge.","2013-01-17","2013-01-18","2017-11-02 04:18:16","article","https://www.nytimes.com/2013/01/18/movies/broken-city-directed-by-allen-hughes.html","Read the New York Times Review of Broken City","","",NA,NA,-0.0567567567567568,0.285083360655305,-2.1
"776","Broken Horses","tt2503954",5.7,2055,"movie","Broken Horses",0,"2015","\N","101","Action,Crime,Drama","R",0,"NICOLAS RAPOLD","Review: ‘Broken Horses,’ Vidhu Vinod Chopra’s Modern Western","Brotherly love and American cowboy-film conventions are interpreted here by an Indian director in an English-language film.","2015-04-09","2015-04-10","2017-11-02 04:18:21","article","https://www.nytimes.com/2015/04/10/movies/review-broken-horses-vidhu-vinod-chopras-modern-western.html","Read the New York Times Review of Broken Horses","mediumThreeByTwo210","https://static01.nyt.com/images/2015/04/04/movies/video-broken-horses/video-broken-horses-mediumThreeByTwo210.jpg",140,210,0.0921052631578947,0.23878346647046,1.75
"777","Bronx Gothic","tt6709826",6.1,68,"movie","Bronx Gothic",0,"2017","\N","91","Documentary","",0,"GLENN KENNY","Review: Okwui Okpokwasili’s ‘Bronx Gothic,’ From Stage to Screen","A documentary revisits a harrowing solo performance piece that explores the sexual awakening of two girls in the Bronx.","2017-07-11","2017-07-12","2017-11-02 04:18:27","article","https://www.nytimes.com/2017/07/11/movies/bronx-gothic-review-okwui-okpokwasili.html","Read the New York Times Review of Bronx Gothic","mediumThreeByTwo210","https://static01.nyt.com/images/2017/07/12/arts/12BRONXGOTHIC/12BRONXGOTHIC-mediumThreeByTwo210.jpg",140,210,-0.00526315789473684,0.150826184768083,-0.1
"778","Brooklyn","tt2381111",7.5,132962,"movie","Brooklyn",0,"2015","\N","117","Drama,Romance","PG-13",1,"A. O. SCOTT","Review: Resettling the Meaning of Home in ‘Brooklyn,’ With Saoirse Ronan","This film about a familiar American story, the immigrant who arrives with dreams of the future and pangs over leaving home, explores the question: Where do we come from?","2015-11-03","2015-11-25","2017-11-02 04:18:23","article","https://www.nytimes.com/2015/11/04/movies/review-resettling-the-meaning-of-home-in-brooklyn-with-saoirse-ronan.html","Read the New York Times Review of Brooklyn","mediumThreeByTwo210","https://static01.nyt.com/images/2015/11/04/arts/04BROOK/04BROOK-mediumThreeByTwo210.jpg",140,210,0.0362068965517241,0.154050404392835,1.05
"779","Brooklyn","tt3184798",6.2,68,"movie","Brooklyn",0,"2014","\N","83","Drama,Music,Musical","PG-13",1,"A. O. SCOTT","Review: Resettling the Meaning of Home in ‘Brooklyn,’ With Saoirse Ronan","This film about a familiar American story, the immigrant who arrives with dreams of the future and pangs over leaving home, explores the question: Where do we come from?","2015-11-03","2015-11-25","2017-11-02 04:18:23","article","https://www.nytimes.com/2015/11/04/movies/review-resettling-the-meaning-of-home-in-brooklyn-with-saoirse-ronan.html","Read the New York Times Review of Brooklyn","mediumThreeByTwo210","https://static01.nyt.com/images/2015/11/04/arts/04BROOK/04BROOK-mediumThreeByTwo210.jpg",140,210,0.0362068965517241,0.154050404392835,1.05
"780","Brooklyn's Finest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R",0,"A. O. SCOTT","When Troubled Cops Cross the Thin Blue Line","“Brooklyn’s Finest” burrows deep into the collective memory of generations of meaty, emotional movies about New York City cops in trouble.","2010-03-04","2010-03-05","2017-11-02 04:18:11","article","https://www.nytimes.com/2010/03/05/movies/05brooklyn.html","Read the New York Times Review of Brooklyn's Finest","","",NA,NA,0.0431818181818182,0.250853521357563,0.95
"781","Brother Nature","tt4000956",4.8,1264,"movie","Brother Nature",0,"2016","\N","97","Comedy","R",0,"NEIL GENZLINGER","Review: ‘Brother Nature’: Fish Out of Water With the Future In-Laws","Taran Killam and Bobby Moynihan of “Saturday Night Live” are among the cast in an unfunny comedy set in the woods.","2016-09-08","2016-09-09","2017-11-02 04:18:25","article","https://www.nytimes.com/2016/09/09/movies/review-brother-nature.html","Read the New York Times Review of Brother Nature","mediumThreeByTwo210","https://static01.nyt.com/images/2016/09/09/arts/09BROTHER/09BROTHER-mediumThreeByTwo210.jpg",140,210,0.0238095238095238,0.109108945117996,0.5
"782","Brother's Justice","tt1540803",4.5,490,"movie","Brother's Justice",0,"2010","\N","80","Comedy","",0,"ANDY WEBSTER","No Plot, No Story, No Kicks: Want to Back My Movie?","Dax Shepard in “Brother’s Justice” tries to interest someone — anyone — in a martial-arts movie.","2011-09-08","2011-04-20","2017-11-02 04:18:13","article","https://www.nytimes.com/2011/09/09/movies/brothers-justice-review.html","Read the New York Times Review of Brother's Justice","","",NA,NA,0.09375,0.308693483356333,1.5
"783","Brotherhood","tt5193784",6.1,3718,"movie","Brotherhood",0,"2016","\N","104","Crime,Drama,Thriller","",1,"STEPHEN HOLDEN","A Band of Neo-Nazis, Navigating Sexuality","Danish men who harass Pakistani immigrants, beat up homosexuals and idolize Hitler while struggling with their own sexuality.","2010-08-05","2010-08-06","2017-11-02 04:18:11","article","https://www.nytimes.com/2010/08/06/movies/06brother.html","Read the New York Times Review of Brotherhood","","",NA,NA,-0.0555555555555556,0.219550938005477,-1
"784","Brotherhood","tt5104002",7.3,12,"movie","Kapatiran",0,"2015","\N","72","Documentary,Drama","",1,"STEPHEN HOLDEN","A Band of Neo-Nazis, Navigating Sexuality","Danish men who harass Pakistani immigrants, beat up homosexuals and idolize Hitler while struggling with their own sexuality.","2010-08-05","2010-08-06","2017-11-02 04:18:11","article","https://www.nytimes.com/2010/08/06/movies/06brother.html","Read the New York Times Review of Brotherhood","","",NA,NA,-0.0555555555555556,0.219550938005477,-1
"785","Brotherhood","tt1273241",6.4,3907,"movie","Brotherhood",0,"2010","\N","76","Crime,Drama,Thriller","",1,"STEPHEN HOLDEN","A Band of Neo-Nazis, Navigating Sexuality","Danish men who harass Pakistani immigrants, beat up homosexuals and idolize Hitler while struggling with their own sexuality.","2010-08-05","2010-08-06","2017-11-02 04:18:11","article","https://www.nytimes.com/2010/08/06/movies/06brother.html","Read the New York Times Review of Brotherhood","","",NA,NA,-0.0555555555555556,0.219550938005477,-1
"786","Brotherhood","tt7220118",4.8,129,"movie","Brotherhood",0,"2019","\N","96","Drama","",1,"STEPHEN HOLDEN","A Band of Neo-Nazis, Navigating Sexuality","Danish men who harass Pakistani immigrants, beat up homosexuals and idolize Hitler while struggling with their own sexuality.","2010-08-05","2010-08-06","2017-11-02 04:18:11","article","https://www.nytimes.com/2010/08/06/movies/06brother.html","Read the New York Times Review of Brotherhood","","",NA,NA,-0.0555555555555556,0.219550938005477,-1
"787","Brotherhood","tt3315066",7.6,9,"movie","Brotherhood",0,"2014","\N","64","Action,Drama,Family","",1,"STEPHEN HOLDEN","A Band of Neo-Nazis, Navigating Sexuality","Danish men who harass Pakistani immigrants, beat up homosexuals and idolize Hitler while struggling with their own sexuality.","2010-08-05","2010-08-06","2017-11-02 04:18:11","article","https://www.nytimes.com/2010/08/06/movies/06brother.html","Read the New York Times Review of Brotherhood","","",NA,NA,-0.0555555555555556,0.219550938005477,-1
"788","Brothers...Blood Against Blood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"RACHEL SALTZ","Review: &#8216;Brothers ... Blood Against Blood,&#8217; Set in the Mean Streets of Mumbai","This Bollywood movie, directed by Karan Malhotra, is dense with back story about two siblings who train for a mixed martial arts tournament.","2015-08-14","2015-08-14","2017-11-02 04:18:22","article","https://www.nytimes.com/2015/08/15/movies/review-brothers-blood-against-blood-set-in-the-mean-streets-of-mumbai.html","Read the New York Times Review of Brothers...Blood Against Blood","mediumThreeByTwo210","https://static01.nyt.com/images/2015/08/15/arts/15BROTHERS/15BROTHERS-mediumThreeByTwo210.jpg",140,210,-0.0173913043478261,0.0834057656228299,-0.4
"789","Brush With Danger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"ANITA GATES","They Know Martial and Other Arts","In &#8220;Brush With Danger,&#8221; the siblings Livi Zheng and Ken Zheng play sibling immigrants trying to make it in America through paintings and martial arts.","2014-09-18","2014-09-19","2017-11-02 04:18:19","article","https://www.nytimes.com/2014/09/19/movies/brush-with-danger-mixes-kickboxing-and-painting.html","Read the New York Times Review of Brush With Danger","mediumThreeByTwo210","https://static01.nyt.com/images/2014/09/19/arts/19BRUSH/BRUSHWITHDANGER-mediumThreeByTwo210.jpg",140,210,-0.0425925925925926,0.160948931045094,-1.15
"790","Bucky Larson: Born to Be a Star","tt1411664",3.2,11416,"movie","Bucky Larson: Born to Be a Star",0,"2011","\N","97","Comedy","R",0,"A. O. SCOTT","Making the Most of the Very Least, and Other Lessons","“Bucky Larson: Born to Be a Star” follows a dreamer who discovers a physical characteristic that helps make him an unlikely success in pornographic films.","2011-09-09","2011-09-09","2017-11-02 04:18:14","article","https://www.nytimes.com/2011/09/10/movies/bucky-larson-born-to-be-a-star-review.html","Read the New York Times Review of Bucky Larson: Born to Be a Star","","",NA,NA,0.034,0.317778749027265,0.85
"791","Buddy","tt3062170",5.7,1191,"movie","Buddy",0,"2013","\N","94","Comedy","",1,"Wesley Morris","‘Buddy’ Review: Who’s a Good Pup? This Pack of Lifesavers","The director Heddy Honigmann uses her documentary skills — and her humanity — to illuminate the relationships between service animals and their people.","2019-03-19","2019-03-20","2019-04-12 16:44:02","article","https://www.nytimes.com/2019/03/19/movies/buddy-review.html","Read the New York Times Review of Buddy","mediumThreeByTwo210","https://static01.nyt.com/images/2019/03/20/arts/19buddypix/merlin_152237916_fb04f316-29b6-41d0-a36f-34fabe3d9a4e-mediumThreeByTwo210.jpg",140,210,0.0595238095238095,0.134739607780199,1.25
"792","Buddy","tt3033578",4.7,49,"movie","Buddy",0,"2013","\N","\N","Family","",1,"Wesley Morris","‘Buddy’ Review: Who’s a Good Pup? This Pack of Lifesavers","The director Heddy Honigmann uses her documentary skills — and her humanity — to illuminate the relationships between service animals and their people.","2019-03-19","2019-03-20","2019-04-12 16:44:02","article","https://www.nytimes.com/2019/03/19/movies/buddy-review.html","Read the New York Times Review of Buddy","mediumThreeByTwo210","https://static01.nyt.com/images/2019/03/20/arts/19buddypix/merlin_152237916_fb04f316-29b6-41d0-a36f-34fabe3d9a4e-mediumThreeByTwo210.jpg",140,210,0.0595238095238095,0.134739607780199,1.25
"793","Buddy","tt8819170",7.1,136,"movie","Buddy",0,"2018","\N","86","Documentary","",1,"Wesley Morris","‘Buddy’ Review: Who’s a Good Pup? This Pack of Lifesavers","The director Heddy Honigmann uses her documentary skills — and her humanity — to illuminate the relationships between service animals and their people.","2019-03-19","2019-03-20","2019-04-12 16:44:02","article","https://www.nytimes.com/2019/03/19/movies/buddy-review.html","Read the New York Times Review of Buddy","mediumThreeByTwo210","https://static01.nyt.com/images/2019/03/20/arts/19buddypix/merlin_152237916_fb04f316-29b6-41d0-a36f-34fabe3d9a4e-mediumThreeByTwo210.jpg",140,210,0.0595238095238095,0.134739607780199,1.25
"794","Budrus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unrated",0,"MIKE HALE","A Study in Middle East Nonviolence","Julia Bacha’s “Budrus” looks at how one West Bank town took on the Israeli military.","2010-10-07","2010-10-08","2017-11-02 04:18:12","article","https://www.nytimes.com/2010/10/08/movies/08budrus.html","Read the New York Times Review of Budrus","","",NA,NA,0,0,0
"795","Buena Vista Social Club: Adios","tt4653272",6.9,410,"movie","Buena Vista Social Club: Adios",0,"2017","\N","110","Documentary","PG",1,"GLENN KENNY","Review: ‘Buena Vista Social Club: Adios,’ Analytical but Still Loving","This vital, informative companion piece to Wim Wenders’s 1999 documentary chronicles the late-life careers, and deaths, of the “Buena Vista” stars.","2017-05-24","2017-05-26","2017-11-02 04:18:27","article","https://www.nytimes.com/2017/05/24/movies/buena-vista-social-club-adios-review.html","Read the New York Times Review of Buena Vista Social Club: Adios","mediumThreeByTwo210","https://static01.nyt.com/images/2017/05/26/arts/26buena1/26buena1-mediumThreeByTwo210.jpg",140,210,0.0391304347826087,0.150722895753591,0.9
"796","Bugs","tt4228850",3.3,71,"movie","Shi ren chong",0,"2014","\N","82","Comedy,Horror","",1,"BEN KENIGSBERG","Review: ‘Bugs’ Is a Culinary Adventure. Insects Never Looked so Yummy.","Ben Reade and Josh Evans travel the world to visit cultures where insects are prepared as food.","2017-09-26","2017-09-27","2017-11-02 04:18:28","article","https://www.nytimes.com/2017/09/26/movies/bugs-review.html","Read the New York Times Review of Bugs","mediumThreeByTwo210","https://static01.nyt.com/images/2017/09/27/arts/27BUGS1/BUGS1-mediumThreeByTwo210.jpg",140,210,0.0764705882352941,0.171498585142509,1.3
"797","Bugs","tt5497906",6.8,226,"movie","Bugs",0,"2016","\N","73","Documentary","",1,"BEN KENIGSBERG","Review: ‘Bugs’ Is a Culinary Adventure. Insects Never Looked so Yummy.","Ben Reade and Josh Evans travel the world to visit cultures where insects are prepared as food.","2017-09-26","2017-09-27","2017-11-02 04:18:28","article","https://www.nytimes.com/2017/09/26/movies/bugs-review.html","Read the New York Times Review of Bugs","mediumThreeByTwo210","https://static01.nyt.com/images/2017/09/27/arts/27BUGS1/BUGS1-mediumThreeByTwo210.jpg",140,210,0.0764705882352941,0.171498585142509,1.3
"798","Bugs","tt6987958",7.8,14,"movie","Bugs",0,"2018","\N","86","Comedy,Drama","",1,"BEN KENIGSBERG","Review: ‘Bugs’ Is a Culinary Adventure. Insects Never Looked so Yummy.","Ben Reade and Josh Evans travel the world to visit cultures where insects are prepared as food.","2017-09-26","2017-09-27","2017-11-02 04:18:28","article","https://www.nytimes.com/2017/09/26/movies/bugs-review.html","Read the New York Times Review of Bugs","mediumThreeByTwo210","https://static01.nyt.com/images/2017/09/27/arts/27BUGS1/BUGS1-mediumThreeByTwo210.jpg",140,210,0.0764705882352941,0.171498585142509,1.3
"799","Bullet To The Head",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R",0,"MANOHLA DARGIS","Bad, Badder and Baddest","Walter Hill’s action film “Bullet to the Head” stars Sylvester Stallone as a contract killer in New Orleans.","2013-01-31","2013-02-01","2017-11-02 04:18:16","article","https://www.nytimes.com/2013/02/01/movies/bullet-to-the-head-stars-sylvester-stallone.html","Read the New York Times Review of Bullet To The Head","","",NA,NA,0.00263157894736842,0.307532150175901,0.05
